jawOpen,mouthLowerDown_R,mouthLowerDown_L,mouthStretch_R,mouthStretch_L,mouthPucker,mouthFrown_R,mouthFrown_L,mouthClose,mouthFunnel,mouthUpperUp_L,mouthUpperUp_R,jawForward,mouthShrugLower,mouthShrugUpper,jawRight,jawLeft,mouthDimple_L,mouthDimple_R,mouthRollLower,mouthRollUpper,mouthLeft,mouthRight,mouthSmile_L,mouthSmile_R,mouthPress_L,mouthPress_R,movement
0.0764,0.1329,0.1418,0.2524,0.2512,0.4165,0.3643,0.3478,0.0837,0.2422,0.0251,0.0239,0.0614,0.0715,0.0837,0.0,0.0414,0.0115,0.0108,0.0477,0.0849,0.0126,0.0,0.0,0.0,0.0154,0.014,0
0.0769,0.1329,0.1418,0.2532,0.2519,0.4167,0.3641,0.3478,0.084,0.242,0.0248,0.0237,0.0616,0.0705,0.0829,0.0,0.0413,0.0113,0.0106,0.0474,0.0854,0.0124,0.0,0.0,0.0,0.0151,0.0138,0
0.0774,0.1331,0.142,0.2539,0.2525,0.4149,0.364,0.3476,0.0843,0.2415,0.0246,0.0234,0.062,0.0697,0.0822,0.0,0.0412,0.0111,0.0105,0.0471,0.0859,0.0121,0.0,0.0,0.0,0.0148,0.0135,0
0.0778,0.1332,0.1423,0.2543,0.253,0.4144,0.3638,0.3472,0.0845,0.241,0.0244,0.0232,0.0623,0.0691,0.0816,0.0,0.0413,0.011,0.0104,0.0469,0.0862,0.012,0.0,0.0,0.0,0.0145,0.0133,0
0.0779,0.1331,0.1421,0.2542,0.253,0.4143,0.3632,0.3461,0.0846,0.2408,0.0242,0.0229,0.0627,0.0685,0.0809,0.0,0.0413,0.0109,0.0102,0.0466,0.0864,0.0119,0.0,0.0,0.0,0.0143,0.013,0
0.0781,0.133,0.142,0.254,0.2531,0.4112,0.3623,0.3456,0.0848,0.2403,0.024,0.0227,0.063,0.0678,0.0801,0.0,0.0414,0.0107,0.0101,0.0464,0.0867,0.0116,0.0,0.0,0.0,0.0141,0.0128,0
0.0786,0.1334,0.1425,0.2538,0.2532,0.41,0.3614,0.3452,0.085,0.2388,0.0237,0.0224,0.0633,0.066,0.0788,0.0,0.0415,0.0106,0.01,0.046,0.087,0.0113,0.0,0.0,0.0,0.0138,0.0125,0
0.082,0.134,0.1431,0.2537,0.2533,0.4092,0.3618,0.3468,0.0868,0.2371,0.0235,0.0222,0.0635,0.0651,0.0782,0.0,0.0415,0.0105,0.0099,0.0457,0.0872,0.0111,0.0,0.0,0.0,0.0135,0.0123,0
0.0851,0.1352,0.1442,0.2533,0.2533,0.4092,0.3621,0.3476,0.0878,0.2362,0.0233,0.022,0.0639,0.0643,0.0776,0.0,0.0415,0.0103,0.0097,0.0455,0.0874,0.0109,0.0,0.0,0.0,0.0133,0.0121,0
0.0912,0.1368,0.1457,0.2535,0.2545,0.408,0.3706,0.3604,0.0905,0.2335,0.0231,0.0218,0.0642,0.0634,0.0771,0.0,0.0415,0.0102,0.0096,0.0453,0.0874,0.0106,0.0,0.0,0.0,0.013,0.0118,0
