mouthRight,1.081365e-06
mouthUpperUp_R,0.01361021
mouthPress_L,0.01185645
mouthLowerDown_L,0.07794116
mouthRollUpper,0.07672071
mouthRollLower,0.2547728
mouthStretch_R,0.3185892
mouthDimple_L,0.04233578
mouthUpperUp_L,0.01689577
mouthShrugLower,0.04587459
jawLeft,0.004648524
mouthPucker,0.3728254
mouthShrugUpper,0.01977178
mouthFrown_L,0.0006296816
jawForward,0.04606542
mouthLowerDown_R,0.08674583
mouthStretch_L,0.3380174
jawRight,0.004049001
mouthFrown_R,0.008775547
mouthFunnel,0.1344367
jawOpen,0.05768599
mouthSmile_R,0.0006166171
mouthLeft,0.01627746
mouthPress_R,0.009824458
mouthClose,0.04343148
mouthDimple_R,0.02426252
mouthSmile_L,0.02936512
Bite,3.49675
Chew,-2.05767
mouthRight,9.951888e-07
mouthUpperUp_R,0.01380157
mouthPress_L,0.01192463
mouthLowerDown_L,0.0772731
mouthRollUpper,0.07583479
mouthRollLower,0.2554739
mouthStretch_R,0.322963
mouthDimple_L,0.04168053
mouthUpperUp_L,0.01696532
mouthShrugLower,0.04615364
jawLeft,0.004277529
mouthPucker,0.3780621
mouthShrugUpper,0.01991446
mouthFrown_L,0.000579501
jawForward,0.04583158
mouthLowerDown_R,0.0859614
mouthStretch_L,0.3398473
jawRight,0.004367447
mouthFrown_R,0.008599906
mouthFunnel,0.1338881
jawOpen,0.0571056
mouthSmile_R,0.0006411611
mouthLeft,0.0155038
mouthPress_R,0.009889017
mouthClose,0.0430849
mouthDimple_R,0.02429102
mouthSmile_L,0.02612242
Bite,3.49591
Chew,-2.04854
mouthRight,9.158802e-07
mouthUpperUp_R,0.01400579
mouthPress_L,0.01204805
mouthLowerDown_L,0.07697513
mouthRollUpper,0.07544695
mouthRollLower,0.2577737
mouthStretch_R,0.3243535
mouthDimple_L,0.04133038
mouthUpperUp_L,0.01704289
mouthShrugLower,0.0465271
jawLeft,0.003936353
mouthPucker,0.3790793
mouthShrugUpper,0.01998731
mouthFrown_L,0.0005333194
jawForward,0.04581749
mouthLowerDown_R,0.08563593
mouthStretch_L,0.3398336
jawRight,0.004661866
mouthFrown_R,0.008017816
mouthFunnel,0.1335274
jawOpen,0.05684901
mouthSmile_R,0.002968703
mouthLeft,0.01469013
mouthPress_R,0.009990251
mouthClose,0.04288183
mouthDimple_R,0.02452516
mouthSmile_L,0.02578371
Bite,3.49602
Chew,-2.04833
mouthRight,8.428918e-07
mouthUpperUp_R,0.01413539
mouthPress_L,0.0121303
mouthLowerDown_L,0.07620274
mouthRollUpper,0.075072
mouthRollLower,0.2582883
mouthStretch_R,0.3249127
mouthDimple_L,0.04093733
mouthUpperUp_L,0.01705712
mouthShrugLower,0.04672457
jawLeft,0.003622501
mouthPucker,0.3789172
mouthShrugUpper,0.01999549
mouthFrown_L,0.0004908181
jawForward,0.04561197
mouthLowerDown_R,0.08460414
mouthStretch_L,0.3398821
jawRight,0.004846945
mouthFrown_R,0.007434126
mouthFunnel,0.133036
jawOpen,0.05541545
mouthSmile_R,0.003705917
mouthLeft,0.01394047
mouthPress_R,0.01006798
mouthClose,0.04242145
mouthDimple_R,0.0246667
mouthSmile_L,0.02530434
Bite,3.49417
Chew,-2.05086
mouthRight,7.757201e-07
mouthUpperUp_R,0.01427649
mouthPress_L,0.01218913
mouthLowerDown_L,0.07570002
mouthRollUpper,0.07468102
mouthRollLower,0.2586187
mouthStretch_R,0.3254136
mouthDimple_L,0.04043791
mouthUpperUp_L,0.01711364
mouthShrugLower,0.04693476
jawLeft,0.003333733
mouthPucker,0.3795232
mouthShrugUpper,0.02007337
mouthFrown_L,0.0004517038
jawForward,0.04547301
mouthLowerDown_R,0.08399062
mouthStretch_L,0.340196
jawRight,0.00519735
mouthFrown_R,0.01042165
mouthFunnel,0.1325994
jawOpen,0.05473888
mouthSmile_R,0.00385219
mouthLeft,0.0133895
mouthPress_R,0.01012624
mouthClose,0.04208544
mouthDimple_R,0.02463086
