mouthRight,0
mouthUpperUp_R,0.01612729
mouthPress_L,0.02228008
mouthLowerDown_L,0.1743825
mouthRollUpper,0.07051548
mouthRollLower,0.04422777
mouthStretch_R,0.1573996
mouthDimple_L,0.03359395
mouthUpperUp_L,0.02478079
mouthShrugLower,0.04159008
jawLeft,0.01516392
mouthPucker,0.2993135
mouthShrugUpper,0.02642368
mouthFrown_L,-8.816381e-05
jawForward,0.02710781
mouthLowerDown_R,0.1759313
mouthStretch_L,0.2006249
jawRight,2.951032e-05
mouthFrown_R,-0.001116828
mouthFunnel,0.2121997
jawOpen,0.06664361
mouthSmile_R,0.03865179
mouthLeft,0.1058766
mouthPress_R,0.0193485
mouthClose,0.01902527
mouthDimple_R,0.0219103
mouthSmile_L,0.1597795
Bite,3.47687
Chew,-2.17256
mouthRight,0
mouthUpperUp_R,0.01611883
mouthPress_L,0.02070261
mouthLowerDown_L,0.2002916
mouthRollUpper,0.07527971
mouthRollLower,0.0411578
mouthStretch_R,0.1633583
mouthDimple_L,0.02999234
mouthUpperUp_L,0.02474375
mouthShrugLower,0.03503448
jawLeft,0.01465166
mouthPucker,0.3007554
mouthShrugUpper,0.0296939
mouthFrown_L,-8.113786e-05
jawForward,0.02778886
mouthLowerDown_R,0.2055642
mouthStretch_L,0.2061426
jawRight,2.715858e-05
mouthFrown_R,-0.00102984
mouthFunnel,0.2200784
jawOpen,0.0860039
mouthSmile_R,0.04061547
mouthLeft,0.1057508
mouthPress_R,0.01798543
mouthClose,0.02483687
mouthDimple_R,0.01949947
mouthSmile_L,0.1635646
Bite,3.56172
Chew,-2.1558
mouthRight,0
mouthUpperUp_R,0.01624306
mouthPress_L,0.01962014
mouthLowerDown_L,0.2389221
mouthRollUpper,0.07727782
mouthRollLower,0.03898287
mouthStretch_R,0.1686485
mouthDimple_L,0.02788589
mouthUpperUp_L,0.02492179
mouthShrugLower,0.0311387
jawLeft,0.01396821
mouthPucker,0.2961113
mouthShrugUpper,0.03525779
mouthFrown_L,-7.467183e-05
jawForward,0.03013285
mouthLowerDown_R,0.2430351
mouthStretch_L,0.2093705
jawRight,2.499426e-05
mouthFrown_R,-0.0009488484
mouthFunnel,0.2312897
jawOpen,0.09567957
mouthSmile_R,0.04182541
mouthLeft,0.1054356
mouthPress_R,0.01699148
mouthClose,0.02812797
mouthDimple_R,0.01796536
mouthSmile_L,0.1672505
Bite,3.66057
Chew,-2.15041
mouthRight,0
mouthUpperUp_R,0.01649394
mouthPress_L,0.01881307
mouthLowerDown_L,0.2544661
mouthRollUpper,0.0781445
mouthRollLower,0.0370396
mouthStretch_R,0.1709796
mouthDimple_L,0.02654728
mouthUpperUp_L,0.02532257
mouthShrugLower,0.02897888
jawLeft,0.01324378
mouthPucker,0.2835784
mouthShrugUpper,0.04969481
mouthFrown_L,-6.872108e-05
jawForward,0.03134482
mouthLowerDown_R,0.2582248
mouthStretch_L,0.2109909
jawRight,2.300242e-05
mouthFrown_R,-0.00087381
mouthFunnel,0.2393484
jawOpen,0.1002917
mouthSmile_R,0.04205818
mouthLeft,0.1054527
mouthPress_R,0.01620509
mouthClose,0.02986055
mouthDimple_R,0.01687961
mouthSmile_L,0.1689341
Bite,3.71232
Chew,-2.16552
mouthRight,0
mouthUpperUp_R,0.01675529
mouthPress_L,0.01813306
mouthLowerDown_L,0.2621751
mouthRollUpper,0.07851203
mouthRollLower,0.03546816
mouthStretch_R,0.1723149
mouthDimple_L,0.02557453
mouthUpperUp_L,0.02573289
mouthShrugLower,0.02755382
jawLeft,0.01210011
mouthPucker,0.2713271
mouthShrugUpper,0.05528468
mouthFrown_L,-6.324457e-05
jawForward,0.03258087
mouthLowerDown_R,0.2657521
mouthStretch_L,0.2117798
jawRight,2.116931e-05
mouthFrown_R,-0.0008044833
mouthFunnel,0.2428861
jawOpen,0.1027075
mouthSmile_R,0.04198861
mouthLeft,0.1054958
mouthPress_R,0.01550789
mouthClose,0.03098357
mouthDimple_R,0.01604674
mouthSmile_L,0.1696215
Bite,3.74427
Chew,-2.18521
mouthRight,0
mouthUpperUp_R,0.01699156
mouthPress_L,0.01757381
mouthLowerDown_L,0.2658145
mouthRollUpper,0.07856449
mouthRollLower,0.0344322
mouthStretch_R,0.1730006
mouthDimple_L,0.02491747
mouthUpperUp_L,0.02615868
mouthShrugLower,0.02657559
jawLeft,0.01136642
mouthPucker,0.2667216
mouthShrugUpper,0.05888908
mouthFrown_L,-5.820448e-05
jawForward,0.03336557
mouthLowerDown_R,0.2693732
mouthStretch_L,0.2121081
jawRight,1.948228e-05
mouthFrown_R,-0.0007405377
mouthFunnel,0.2444174
jawOpen,0.1037119
mouthSmile_R,0.04166469
mouthLeft,0.1061939
mouthPress_R,0.01489638
mouthClose,0.03181534
mouthDimple_R,0.01537833
mouthSmile_L,0.1701916
Bite,3.75809
Chew,-2.19192
mouthRight,0
mouthUpperUp_R,0.0171475
mouthPress_L,0.01710537
mouthLowerDown_L,0.2225493
mouthRollUpper,0.0785642
mouthRollLower,0.0337022
mouthStretch_R,0.1731114
mouthDimple_L,0.02449718
mouthUpperUp_L,0.02649553
mouthShrugLower,0.02595251
jawLeft,0.01091645
mouthPucker,0.2640294
mouthShrugUpper,0.06033608
mouthFrown_L,-5.356605e-05
jawForward,0.03392318
