jawOpen,mouthLowerDown_R,mouthLowerDown_L,mouthStretch_R,mouthStretch_L,mouthPucker,mouthFrown_R,mouthFrown_L,mouthClose,mouthFunnel,mouthUpperUp_L,mouthUpperUp_R,jawForward,mouthShrugLower,mouthShrugUpper,jawRight,jawLeft,mouthDimple_L,mouthDimple_R,mouthRollLower,mouthRollUpper,mouthLeft,mouthRight,mouthSmile_L,mouthSmile_R,mouthPress_L,mouthPress_R,movement
0.004295679,0.02467764,0.03260309,0.07066314,0.07285354,0.05614188,-1.326552e-05,0.02378828,0.001692337,0.04966068,0.07862678,0.08335817,0.01014476,0.2117337,0.1330597,0.04514323,0.0,0.07767158,0.09355062,0.03258812,0.01739177,2.729392e-07,0.01098434,1.653241e-05,0.05915118,0.03028284,0.02941212,0,
0.004302642,0.02472985,0.03266319,0.07061622,0.07286045,0.05602654,-1.220836e-05,0.0240032,0.001690881,0.04971451,0.07888478,0.08362475,0.01017745,0.2121847,0.1334879,0.04510283,0.0,0.07786812,0.09369827,0.03259915,0.01738309,2.511882e-07,0.01099877,1.521491e-05,0.05877511,0.03037346,0.02951974,0,
0.004305592,0.02476277,0.03270254,0.07061215,0.07291768,0.05583386,-1.123545e-05,0.02454902,0.001688413,0.04977943,0.07904356,0.08375552,0.01020578,0.2123432,0.133983,0.04506344,0.0,0.07797239,0.0936945,0.03261442,0.01735969,2.311705e-07,0.01087428,1.40024e-05,0.05527934,0.03040178,0.029565,0,
0.004301716,0.02475444,0.03268389,0.07056311,0.0729121,0.05568987,-1.034008e-05,0.02598951,0.001686208,0.04980562,0.07931762,0.08402118,0.01024702,0.2137429,0.1346058,0.04500213,0.0,0.07817637,0.09382183,0.03271322,0.01733094,2.12748e-07,0.01079253,1.288652e-05,0.05189992,0.03047479,0.02964728,0,
0.004296963,0.02473492,0.03266004,0.07050835,0.07287113,0.05548361,-9.516057e-06,0.02682991,0.001681482,0.04983795,0.07933649,0.08409873,0.01026621,0.2139678,0.1348145,0.04501186,0.0,0.07824446,0.09394395,0.03276272,0.01732186,1.957937e-07,0.01086424,1.185957e-05,0.05073364,0.03048312,0.02966285,0,
0.004293993,0.02473558,0.03265418,0.07037774,0.07277767,0.0553299,-8.757704e-06,0.0270148,0.001677044,0.049858,0.07955012,0.08428923,0.01028239,0.2145807,0.1350949,0.04496507,0.0,0.07845852,0.09409408,0.03281888,0.01730799,1.801906e-07,0.0108105,1.091446e-05,0.0502037,0.03055625,0.0297506,0,
0.004281694,0.02469928,0.03260098,0.07031984,0.07273559,0.05527914,-8.059785e-06,0.02741855,0.001670839,0.04996199,0.07971039,0.08444505,0.01029662,0.2159218,0.135441,0.04494535,0.0,0.07853815,0.0941063,0.03289702,0.01725978,1.658308e-07,0.01079586,1.004467e-05,0.04972122,0.03062407,0.02982869,0,
0.004277966,0.02470042,0.03259512,0.07026866,0.07270712,0.05514485,-7.417484e-06,0.02787702,0.001665705,0.05007179,0.08002742,0.08474711,0.01032964,0.2167927,0.1359624,0.04491169,0.0,0.07870818,0.09412242,0.03297049,0.01721076,1.526154e-07,0.01072125,9.244186e-06,0.04906414,0.03070065,0.02992517,0,
0.004254191,0.02464247,0.03250711,0.07011464,0.07261452,0.05494051,-6.82637e-06,0.02869866,0.001655438,0.05011251,0.0802663,0.08494915,0.01034397,0.2196896,0.1363186,0.04482925,0.0,0.07901914,0.0943137,0.03303954,0.01715562,1.404532e-07,0.01056109,8.507498e-06,0.04814583,0.03080198,0.0300489,0,
0.004237594,0.02459165,0.03243242,0.0699653,0.0725545,0.05478013,-6.282363e-06,0.02937301,0.001648051,0.05016772,0.08038261,0.08498047,0.01035433,0.2206633,0.136486,0.04471819,0.0,0.07921965,0.09430314,0.03306809,0.01711339,1.292602e-07,0.01028883,7.829518e-06,0.04604644,0.03085822,0.03013307,0,
0.004216168,0.02450339,0.03229633,0.06974466,0.07243314,0.05460417,-5.781709e-06,0.03132921,0.001640782,0.05024236,0.08043022,0.08493514,0.01037019,0.2214265,0.1365981,0.04457249,0.0,0.07956553,0.09441864,0.03313159,0.01709487,1.189592e-07,0.009997602,7.205568e-06,0.04199543,0.03094921,0.03024579,0,
0.00417757,0.02435241,0.03208838,0.06944841,0.07224437,0.05441905,-5.320953e-06,0.0341827,0.00162902,0.05032729,0.08034609,0.08477238,0.01035783,0.2232887,0.1365311,0.04446169,0.0,0.07993262,0.09462123,0.03325878,0.01706023,1.094791e-07,0.00971072,6.631341e-06,0.03962827,0.03105061,0.03038205,0,
0.004152318,0.02426091,0.03196068,0.0692498,0.07211941,0.05427595,-4.896915e-06,0.03556811,0.001622438,0.0503557,0.08032688,0.08471719,0.01037355,0.2239433,0.1367581,0.04440196,0.0,0.08017819,0.09475423,0.03339561,0.01703883,1.007545e-07,0.00951864,6.102877e-06,0.03830093,0.03111825,0.03046681,0,
