jawOpen,mouthLowerDown_R,mouthLowerDown_L,mouthStretch_R,mouthStretch_L,mouthPucker,mouthFrown_R,mouthFrown_L,mouthClose,mouthFunnel,mouthUpperUp_L,mouthUpperUp_R,jawForward,mouthShrugLower,mouthShrugUpper,jawRight,jawLeft,mouthDimple_L,mouthDimple_R,mouthRollLower,mouthRollUpper,mouthLeft,mouthRight,mouthSmile_L,mouthSmile_R,mouthPress_L,mouthPress_R,movement
0.194811,0.8789185,0.9066243,0.1552943,0.1477923,0.009971626,5.066956e-07,-3.387034e-07,0.005233021,0.08604555,0.2470231,0.2740621,0.1847103,0.0007441278,0.1299681,0.03937097,0.0,0.05892174,0.05912392,0.003574392,0.01432714,0.0,0.03996671,0.9560258,0.9505813,0.01551103,0.0110478,0,
0.1934344,0.8776776,0.9051133,0.1541072,0.1461516,0.01015699,4.66316e-07,-3.117115e-07,0.005259327,0.08617562,0.2465392,0.273636,0.1807267,0.0007609727,0.130307,0.03973254,0.0,0.05873933,0.05899843,0.003570846,0.01436515,0.0,0.04056771,0.9554415,0.9501307,0.01573194,0.01118839,0,
0.1921203,0.8772738,0.9043971,0.153103,0.1448579,0.01030916,4.291544e-07,-2.868705e-07,0.0052577,0.08620048,0.2468152,0.2733303,0.1754878,0.0007767489,0.1303591,0.03981797,0.0,0.05867955,0.05868535,0.0035504,0.01431771,0.0,0.04051511,0.955156,0.9497974,0.01600521,0.01132955,0,
0.1916372,0.877077,0.9038014,0.1523548,0.1438016,0.0104929,3.949542e-07,-2.640093e-07,0.005269935,0.08621318,0.2465339,0.2632196,0.1734243,0.0007893153,0.1288939,0.03982965,0.0,0.05833131,0.05705402,0.003533288,0.01426753,0.0,0.03938447,0.9548132,0.9492118,0.01618706,0.01139012,0,
0.1914524,0.8772452,0.9034874,0.1518613,0.1430164,0.01066474,3.634796e-07,-2.429698e-07,0.005284652,0.0862361,0.2456662,0.2558227,0.1725311,0.0007929783,0.1210264,0.03980494,0.0,0.05732493,0.05335185,0.003509356,0.01421076,0.0,0.03867925,0.9544353,0.948536,0.01627235,0.01137929,0,
0.1912905,0.877578,0.9032784,0.1515809,0.1423849,0.01079565,3.345131e-07,-2.236071e-07,0.005300215,0.08606227,0.2449187,0.2519118,0.1724834,0.0007901887,0.1162657,0.03963345,0.0,0.05582342,0.04982067,0.003485633,0.01415397,0.0,0.03804226,0.9540287,0.947704,0.01628232,0.01130899,0,
0.1914499,0.8761945,0.8987773,0.1507911,0.1406423,0.011103,2.833215e-07,-1.893878e-07,0.005390601,0.08541724,0.2410346,0.247692,0.1716558,0.0007900731,0.114083,0.03948591,0.0,0.0544239,0.04687849,0.003465011,0.01414688,0.0,0.0373197,0.9527803,0.9439632,0.01645787,0.01123997,0,
0.1916385,0.8746611,0.8957781,0.147851,0.133015,0.01130346,2.607431e-07,-1.742951e-07,0.005451021,0.0849536,0.2395501,0.2469846,0.1618897,0.0007872721,0.1143519,0.0397985,0.0,0.05394807,0.04621215,0.003444365,0.01423229,0.0,0.03892546,0.9521357,0.9431186,0.01667671,0.01128233,0,
0.1917812,0.87356,0.8921454,0.146733,0.1305373,0.01146584,2.399639e-07,-1.604052e-07,0.005511053,0.08278592,0.2390487,0.2472134,0.1507121,0.0007824411,0.1143497,0.03997142,0.0,0.05376586,0.04582259,0.003424308,0.01423529,0.0,0.04097936,0.951658,0.9425554,0.0168872,0.01130686,0,
0.1916371,0.868709,0.8856483,0.1454162,0.1263015,0.01162003,2.208407e-07,-1.476222e-07,0.005554357,0.08143901,0.2392516,0.2487167,0.1411839,0.0007789772,0.1143461,0.04013797,0.0,0.05362448,0.04546002,0.00340485,0.01415029,0.0,0.04199633,0.9513226,0.9421268,0.01723358,0.01141858,0,
0.1787667,0.8567677,0.8750043,0.1445134,0.1205955,0.01170911,2.032415e-07,-1.358579e-07,0.00552256,0.08057872,0.2430696,0.2617427,0.1308901,0.0007716446,0.1147966,0.04048879,0.0,0.05287925,0.04496436,0.003372181,0.01397398,0.0,0.04354017,0.9506934,0.9414796,0.01772626,0.01160933,0,
0.1718201,0.8259373,0.8468965,0.1418793,0.1138803,0.01182259,1.870448e-07,-1.250311e-07,0.005477074,0.07968955,0.2443136,0.2655104,0.1220242,0.0007671343,0.1285762,0.04218323,0.0,0.05230087,0.04452059,0.003370957,0.0138119,0.0,0.04573206,0.9476572,0.9377728,0.0183319,0.01186871,0,
0.164583,0.8174818,0.8389933,0.1405557,0.1112863,0.01188722,1.721388e-07,-1.150671e-07,0.005407588,0.07891218,0.2499238,0.2737702,0.1184822,0.0007619481,0.1576451,0.04383133,0.0,0.05181411,0.04405936,0.003379644,0.01361525,0.0,0.0488699,0.9441355,0.9345264,0.01902862,0.01220906,0,
0.1533379,0.8134831,0.83498,0.1374126,0.1096209,0.01192884,1.584207e-07,-1.058972e-07,0.005306038,0.07816401,0.2561736,0.276791,0.1162843,0.0007541722,0.1681865,0.0452634,0.0,0.05123613,0.04279434,0.003381381,0.01338054,0.0,0.05014047,0.9384643,0.9275808,0.01966634,0.01252086,0,
0.1468033,0.8129005,0.8333293,0.1331699,0.1080354,0.01205771,1.457959e-07,-9.745801e-08,0.005214906,0.07794555,0.2577961,0.2779517,0.115017,0.0007474423,0.1728382,0.04839658,0.0,0.04937832,0.04114441,0.003394689,0.01320849,0.0,0.05240417,0.9321523,0.9224173,0.02027915,0.01286303,0,
0.1436841,0.8242829,0.8387318,0.1283666,0.1065653,0.01224984,1.341771e-07,-8.969139e-08,0.005141365,0.07776476,0.2584569,0.278446,0.1139931,0.0007371076,0.1797467,0.04963924,0.0,0.04689069,0.0382252,0.00338917,0.01302597,0.0,0.05404844,0.9246824,0.9154648,0.02081169,0.01313395,0,
0.1416507,0.8273216,0.8399767,0.1263451,0.1057578,0.01253053,1.234842e-07,-8.254371e-08,0.00507855,0.07777002,0.2517429,0.2639911,0.1125743,0.0007302077,0.1808078,0.05068334,0.0,0.04474725,0.03532308,0.00340489,0.01290028,0.0,0.05501606,0.9169461,0.9071057,0.02124796,0.01336165,0,
0.1404329,0.8286362,0.840268,0.124332,0.1047294,0.01289171,1.136435e-07,-7.596563e-08,0.005029472,0.0779856,0.227802,0.2409718,0.1102875,0.0007237763,0.1669605,0.05169434,0.0,0.04054884,0.03174017,0.003420316,0.0128015,0.0,0.05590782,0.9022402,0.8930824,0.02155596,0.01352542,0,
0.1343574,0.8289865,0.8401387,0.1186332,0.1022884,0.01342005,1.045871e-07,-6.991178e-08,0.005000038,0.08056661,0.221356,0.235641,0.1071868,0.0007293494,0.1734131,0.05226596,0.0,0.03857127,0.03009232,0.003448503,0.01271354,0.0,0.05806506,0.8912899,0.8852161,0.02205185,0.01384217,0,
0.1315285,0.8299477,0.8405131,0.1167133,0.1014545,0.01404222,9.62523e-08,-6.434037e-08,0.004993711,0.08510013,0.2178771,0.2322842,0.1059639,0.0007315632,0.1709608,0.05261997,0.0,0.03630594,0.02800365,0.003471593,0.01262629,0.0,0.0602449,0.886866,0.8815963,0.02231446,0.0140127,0,
0.1298788,0.8317448,0.8417009,0.1148589,0.1005903,0.01464396,8.858176e-08,-5.921295e-08,0.005049317,0.08754069,0.2068367,0.2227985,0.1076074,0.0007248769,0.1601711,0.05308674,0.0,0.03420294,0.0263558,0.003502006,0.01264859,0.0,0.06887291,0.8843814,0.8797195,0.02244614,0.01408525,0,
0.1286865,0.834868,0.8447343,0.1130636,0.09961396,0.01515752,8.152251e-08,-5.449416e-08,0.005113469,0.08871732,0.1983506,0.2182122,0.1103433,0.0007119374,0.1521678,0.05343278,0.0,0.03241835,0.02525309,0.003520843,0.01271837,0.0,0.07603743,0.883108,0.8790601,0.02245128,0.01405642,0,
0.1279026,0.8431259,0.8511036,0.1108676,0.09879901,0.01556502,7.502582e-08,-5.015141e-08,0.005200153,0.08944502,0.1911685,0.2113546,0.1179331,0.0006922778,0.1492917,0.05375162,0.0,0.03121879,0.02425671,0.003533425,0.01282904,0.0,0.08153573,0.8822258,0.8788026,0.02232729,0.01393263,0,
0.127404,0.8488138,0.855601,0.1084279,0.09801748,0.01601267,6.904686e-08,-4.615475e-08,0.005334853,0.08990239,0.1865582,0.2045627,0.1254655,0.0006735717,0.1473843,0.05396199,0.0,0.03037786,0.02346478,0.003570942,0.01301741,0.0,0.08409516,0.8817662,0.8788804,0.02225314,0.01384044,0,
0.1270591,0.8508759,0.8572929,0.1069608,0.09730945,0.01636881,6.354438e-08,-4.247658e-08,0.005509338,0.09003825,0.1770082,0.1959185,0.1288706,0.0006548979,0.1447311,0.05430026,0.0,0.02968378,0.02280362,0.003633691,0.01327995,0.0,0.08729292,0.8813258,0.8791253,0.02216224,0.01373943,0,
0.1267219,0.8522931,0.8583888,0.1061946,0.09693932,0.0167276,5.84804e-08,-3.909154e-08,0.005672115,0.09022121,0.1736879,0.1927905,0.130744,0.0006370892,0.1436819,0.05447327,0.0,0.02904116,0.02217886,0.003690054,0.01349311,0.0,0.08991978,0.8804103,0.8791484,0.02206927,0.01362618,0,
0.1264464,0.8526875,0.8585408,0.1055622,0.09643281,0.01711031,5.381998e-08,-3.597626e-08,0.005895942,0.09007355,0.1678358,0.1845189,0.1324958,0.0006216868,0.1403145,0.05477422,0.0,0.02849636,0.02160938,0.003787938,0.01377184,0.0,0.09245698,0.8791431,0.8790178,0.02196947,0.0134937,0,
0.1262308,0.853173,0.8587258,0.1055079,0.09629469,0.01750302,4.953096e-08,-3.310924e-08,0.006135467,0.08992486,0.1654731,0.181834,0.1348831,0.0006070453,0.1378832,0.05507505,0.0,0.02794513,0.02109681,0.003891183,0.01401015,0.0,0.09625115,0.8766582,0.8787895,0.0218153,0.01334443,0,
0.1259072,0.8531047,0.8583996,0.1056545,0.09609845,0.0181906,4.558374e-08,-3.04707e-08,0.006447698,0.09000102,0.1639611,0.1800229,0.1406854,0.0006012064,0.1363803,0.05560346,0.0,0.02758362,0.02070135,0.004075164,0.01435847,0.0,0.09784479,0.8716944,0.8765325,0.02184187,0.01327544,0,
0.1224411,0.8470176,0.8524091,0.1058447,0.09590331,0.01993888,4.195108e-08,-2.804243e-08,0.006760669,0.09043418,0.1629138,0.1790138,0.1426461,0.0006085967,0.1349786,0.05665799,0.0,0.02732831,0.02046149,0.004317984,0.01469767,0.0,0.09882772,0.8609774,0.8712177,0.02199435,0.01331393,0,
0.1210492,0.8456035,0.8508514,0.1060592,0.09562027,0.02144506,3.860792e-08,-2.580767e-08,0.007059067,0.09076422,0.1625991,0.178897,0.1446468,0.0006175368,0.133714,0.05744141,0.0,0.02711055,0.02028548,0.004559851,0.01501625,0.0,0.09957785,0.857419,0.8691954,0.02218308,0.01334639,0,
0.120441,0.8464459,0.8512459,0.1060265,0.09502593,0.02474043,3.553117e-08,-2.375101e-08,0.007467944,0.09134407,0.1591126,0.1770611,0.1513724,0.0006281101,0.1084628,0.05850889,0.0,0.02691765,0.02018864,0.004867988,0.01557457,0.0,0.1015139,0.8553957,0.8679269,0.02232653,0.01335268,0,
0.1199307,0.8461745,0.8507324,0.1057213,0.09394413,0.02599048,3.269962e-08,-2.185824e-08,0.007833142,0.09076019,0.1577491,0.1749126,0.1533999,0.0006364955,0.1022121,0.05897547,0.0,0.02677776,0.02004392,0.005157534,0.01595448,0.0,0.1019914,0.8532737,0.8627961,0.02238087,0.01331732,0,
0.1191617,0.845797,0.8502059,0.1050068,0.09155039,0.02694975,3.009372e-08,-2.011632e-08,0.008152883,0.09044097,0.1571432,0.1742423,0.1543124,0.000646018,0.1027754,0.05925047,0.0,0.02668177,0.01994784,0.005439579,0.01630609,0.0,0.1022929,0.848837,0.8576088,0.02251989,0.01333126,0,
0.1184106,0.8422475,0.8469145,0.1043766,0.08997345,0.02911991,2.76955e-08,-1.851321e-08,0.008473995,0.09040155,0.1571792,0.1743075,0.1543615,0.0006684591,0.1120654,0.05946353,0.0,0.02671211,0.01997179,0.005756137,0.01665631,0.0,0.1021665,0.8372289,0.8466275,0.02284956,0.0134495,0,
0.1179934,0.8412739,0.8461034,0.1040274,0.08893864,0.03289771,2.548839e-08,-1.703785e-08,0.008903275,0.0905415,0.1567737,0.1743057,0.154857,0.0006961935,0.1127219,0.05985434,0.0,0.02670023,0.02006698,0.006177259,0.01709626,0.0,0.1029627,0.8334394,0.843164,0.02317251,0.01359066,0,
0.1173817,0.8401632,0.8443833,0.103724,0.08819827,0.03452127,2.345717e-08,-1.568007e-08,0.009287015,0.09051065,0.1565756,0.1742228,0.1549114,0.0007256534,0.1136641,0.06005941,0.0,0.02670578,0.020081,0.006568525,0.01738683,0.0,0.1031253,0.828984,0.8390876,0.02353792,0.01375845,0,
0.1167352,0.8389128,0.8432706,0.1034807,0.08756859,0.03570262,2.158782e-08,-1.44305e-08,0.00967493,0.09037261,0.1550441,0.1737284,0.1549121,0.0007524565,0.1134798,0.06050625,0.0,0.02663186,0.02007364,0.006964282,0.01773011,0.0,0.1036333,0.8240421,0.8368677,0.0238071,0.01386123,0,
0.116018,0.8376206,0.8419252,0.1034609,0.08717073,0.03694177,1.986744e-08,-1.32805e-08,0.01004569,0.09044169,0.152264,0.1701318,0.1547017,0.0007837412,0.1131281,0.0609198,0.0,0.02651613,0.01999327,0.007362997,0.01803271,0.0,0.1037402,0.8184651,0.8314036,0.02412782,0.01398136,0,
0.1158874,0.8366815,0.840994,0.1056894,0.08715795,0.03936075,1.828417e-08,-1.222215e-08,0.01049605,0.09036907,0.1486038,0.1649904,0.1529759,0.0008228793,0.1124312,0.06219248,0.0,0.02650339,0.01999872,0.007785125,0.01837069,0.0,0.1039935,0.8131548,0.826241,0.02444199,0.01407852,0,
0.1127732,0.8183697,0.8230386,0.1075964,0.08732165,0.04104272,1.682707e-08,-1.124815e-08,0.01087078,0.09009758,0.1398866,0.1502926,0.1423446,0.0008709981,0.111216,0.06324457,0.0,0.02646019,0.01998409,0.008204671,0.01855882,0.0,0.1036808,0.7963562,0.805848,0.02479061,0.01422613,0,
0.1078938,0.8116363,0.8162863,0.1087222,0.08754846,0.04217564,1.548609e-08,-1.035176e-08,0.01113392,0.08964663,0.1370796,0.1459952,0.1365423,0.0009329884,0.1107056,0.06631227,0.0,0.02648507,0.02002392,0.008612792,0.01864471,0.0,0.1036216,0.7914796,0.8003841,0.02515132,0.01438406,0,
0.1058612,0.8079791,0.8129376,0.1093722,0.08781359,0.04270591,1.425197e-08,-9.526806e-09,0.01132441,0.08786891,0.135727,0.1441072,0.1342049,0.0009813823,0.1104772,0.0675679,0.0,0.02656157,0.02009507,0.009020081,0.01879167,0.0,0.1033574,0.7893608,0.7995075,0.02541515,0.01452287,0,
0.1043417,0.8067222,0.811824,0.1100753,0.08812957,0.04312065,1.31162e-08,-8.767596e-09,0.01157369,0.08687992,0.1345377,0.1427452,0.1343217,0.001015345,0.1088573,0.0684832,0.0,0.02664281,0.02015303,0.009462688,0.0189703,0.0,0.1033259,0.7885518,0.7991054,0.02558724,0.01460118,0,
